#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-04-05T08:57:08 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-05T08:57:08	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out.all&-out.max=99999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[1/2352] Running sequence number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA1	(F6.2)	[0.08/180]? "sersic" position angle (3)	[ucd=pos.posAng]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f2	(F6.3)	[0.02/1]? "edgedisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu02	(F6.3)	[11.8/24.6]? "edgedisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	PA2	(F6.2)	[-90/90]? "edgedisk" PA	[ucd=pos.posAng]
#Column	hr2	(F6.2)	[1/153]? "edgedisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	hz2	(F5.2)	[0.003/39]? "edgedisk" z-scale h_z_	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA3	(F6.2)	[-90/90]? "expdisk" position angle (3)	[ucd=pos.posAng]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	f4	(F6.3)	[0.003/0.6]? "ferrer2" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu04	(F6.3)	[16/24.8]? "ferrer2" central surface sky brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	q4	(F6.3)	[0.01/1]? "ferrer2" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA4	(F6.2)	[-90/90]? "ferrer2" position angle (3)	[ucd=pos.posAng]
#Column	Rbar	(F6.2)	[3.7/232.5]? "ferrer2" outer truncation radius of the bar (R_bar_)	[ucd=phys.size.radius]
#Column	f5	(F6.3)	[0.001/0.4]? "psf" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag5	(F6.3)	[11.5/21.1]? "psf" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
recno	Seq	Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	PA1	Re	n	f2	mu02	PA2	hr2	hz2	f3	mag3	q3	PA3	hr3	mu03	f4	mu04	q4	PA4	Rbar	f5	mag5
     389	 223	ESO532-022	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.041	22.033	 0.350	 27.68	 12.75	      	
     390	 224	ESO532-032	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	22.823	 72.06	 16.39	 4.03	      	      	      	      	      	      	      	      	      	      	      	      	
     391	 225	ESO533-004	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.646	18.309	-29.48	 14.67	 1.62	      	      	      	      	      	      	      	      	      	      	      	      	
     392	 225	ESO533-004	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.354	20.735	-22.32	 25.82	 6.28	      	      	      	      	      	      	      	      	      	      	      	      	
     393	 226	ESO533-028	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.968	13.136	 0.525	-66.25	  7.72	19.571	      	      	      	      	      	      	
     394	 226	ESO533-028	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.032	16.848	 0.525	-66.25	  0.79	18.333	      	      	      	      	      	      	
     395	 227	ESO536-003	_zn     	2	5	Z      	edgedisk	      	      	      	      	      	      	 0.953	19.949	 52.02	  6.68	 1.55	      	      	      	      	      	      	      	      	      	      	      	      	
     396	 227	ESO536-003	_zn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.047	18.681
     397	 229	ESO540-016	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	21.007	 76.81	 18.34	 4.30	      	      	      	      	      	      	      	      	      	      	      	      	
     398	 231	ESO541-004	_bd     	2	5	B      	sersic  	 0.021	16.408	 0.475	 25.70	  3.64	 0.741	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     399	 231	ESO541-004	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.979	12.207	 0.463	 24.33	 26.21	21.295	      	      	      	      	      	      	
     400	 232	ESO541-005	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.774	15.348	 0.476	 85.83	 19.57	23.801	      	      	      	      	      	      	
     401	 232	ESO541-005	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.226	22.607	 0.414	 47.38	 22.16	      	
     402	 233	ESO544-027	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	18.437	-26.45	  8.33	 1.62	      	      	      	      	      	      	      	      	      	      	      	      	
     403	 234	ESO544-030	_dd     	2	5	D      	sersic  	 0.326	14.176	 0.935	138.15	 24.94	 0.436	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     404	 234	ESO544-030	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.674	13.380	 0.572	-77.09	 23.03	22.187	      	      	      	      	      	      	
     405	 235	ESO545-002	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.448	 0.437	 56.42	 20.44	22.997	      	      	      	      	      	      	
     406	 236	ESO545-003	_bz     	2	4	B      	sersic  	 0.678	15.566	 0.218	118.59	 25.67	 0.697	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     407	 236	ESO545-003	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.322	20.815	-63.78	  6.98	 1.36	      	      	      	      	      	      	      	      	      	      	      	      	
     408	 237	ESO545-005	_d      	1	3	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.200	 0.322	 56.28	  9.35	20.049	      	      	      	      	      	      	
     409	 238	ESO545-016	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.399	 0.776	 36.17	 19.57	22.852	      	      	      	      	      	      	
     410	 239	ESO546-034	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.777	 0.450	-70.90	 16.05	23.800	      	      	      	      	      	      	
     411	 240	ESO547-005	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.874	 0.740	 49.81	 14.02	22.603	      	      	      	      	      	      	
     412	 241	ESO547-012	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	22.278	-69.43	  9.05	 2.64	      	      	      	      	      	      	      	      	      	      	      	      	
     413	 242	ESO547-020	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.873	 0.764	 62.85	 17.45	23.077	      	      	      	      	      	      	
     414	 243	ESO548-005	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.870	 0.851	 45.28	 16.62	21.969	      	      	      	      	      	      	
     415	 244	ESO548-009	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	22.615	-61.78	 10.04	 2.70	      	      	      	      	      	      	      	      	      	      	      	      	
     416	 245	ESO548-016	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.867	14.944	 0.430	-45.50	 10.64	22.074	      	      	      	      	      	      	
     417	 245	ESO548-016	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.133	21.997	 0.370	-74.64	 15.94	      	
     418	 246	ESO548-021	_bz     	2	4	B      	sersic  	 0.873	14.216	 0.181	 68.04	 49.19	 0.814	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     419	 246	ESO548-021	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.127	21.969	 66.80	 13.48	 2.16	      	      	      	      	      	      	      	      	      	      	      	      	
     420	 247	ESO548-023	_bd     	2	5	B      	sersic  	 0.620	14.811	 0.457	 21.18	  8.14	 2.680	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     421	 247	ESO548-023	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.380	15.337	 0.521	 23.76	 12.95	22.894	      	      	      	      	      	      	
     422	 248	ESO548-025	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.148	21.465	 0.415	-12.77	 45.28	      	
     423	 248	ESO548-025	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.852	14.281	 0.527	 86.39	 17.84	22.534	      	      	      	      	      	      	
     424	 249	ESO548-032	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.982	14.820	 0.477	-47.00	 21.84	23.512	      	      	      	      	      	      	
     425	 249	ESO548-032	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.018	23.252	 0.421	-10.37	  9.75	      	
     426	 250	ESO548-063	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.474	19.991	 38.44	  8.25	 1.70	      	      	      	      	      	      	      	      	      	      	      	      	
     427	 250	ESO548-063	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.526	21.554	 29.66	 15.25	 5.73	      	      	      	      	      	      	      	      	      	      	      	      	
     428	 251	ESO548-082	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.955	 0.572	-47.85	 11.92	22.331	      	      	      	      	      	      	
     429	 252	ESO549-002	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.510	 0.674	 39.67	 11.13	21.739	      	      	      	      	      	      	
     430	 253	ESO549-018	_bd     	2	5	B      	sersic  	 0.007	17.715	 0.699	 10.70	  2.83	 0.518	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     431	 253	ESO549-018	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.993	12.306	 0.607	 19.14	 26.80	21.441	      	      	      	      	      	      	
     432	 254	ESO549-035	_dd     	2	5	D      	sersic  	 0.128	17.697	 0.415	 81.92	 10.06	 0.686	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     433	 254	ESO549-035	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.872	15.588	 0.639	 36.55	 11.02	22.795	      	      	      	      	      	      	
     434	 255	ESO550-005	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.659	 0.325	 58.43	 21.15	23.281	      	      	      	      	      	      	
     435	 256	ESO550-024	_dd     	2	5	D      	sersic  	 0.045	15.834	 0.513	106.91	 17.55	 0.848	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     436	 256	ESO550-024	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.955	12.521	 0.384	-51.61	 43.50	22.709	      	      	      	      	      	      	
     437	 257	ESO551-016	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.845	22.062	  5.23	 17.43	 8.67	      	      	      	      	      	      	      	      	      	      	      	      	
     438	 257	ESO551-016	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.155	22.218	 -0.12	 17.12	 2.48	      	      	      	      	      	      	      	      	      	      	      	      	
     439	 258	ESO551-031	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.980	14.290	 0.346	 -4.18	 14.62	22.110	      	      	      	      	      	      	
     440	 258	ESO551-031	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.020	23.138	 0.272	-31.79	 15.75	      	
     441	 259	ESO553-017	_bz     	2	4	B      	sersic  	 0.692	15.851	 0.329	168.97	 25.06	 0.539	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     442	 259	ESO553-017	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.308	21.836	-12.27	  8.42	 2.08	      	      	      	      	      	      	      	      	      	      	      	      	
     443	 260	ESO567-048	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.505	 0.265	 47.30	 20.56	24.065	      	      	      	      	      	      	
     444	 261	ESO569-014	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.877	20.891	-28.17	 30.96	 7.70	      	      	      	      	      	      	      	      	      	      	      	      	
     445	 261	ESO569-014	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.123	19.912	-18.43	  9.17	 1.96	      	      	      	      	      	      	      	      	      	      	      	      	
     446	 262	ESO570-019	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.734	14.271	 0.674	 73.53	 10.11	21.290	      	      	      	      	      	      	
     447	 262	ESO570-019	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.240	20.321	 0.532	-73.77	 12.37	      	
     448	 262	ESO570-019	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.026	17.903
     449	 263	ESO572-012	_d      	1	4	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.110	 0.288	-42.47	 11.28	22.367	      	      	      	      	      	      	
     450	 264	ESO572-018	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.967	13.247	 0.503	 38.32	 13.23	20.851	      	      	      	      	      	      	
     451	 264	ESO572-018	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.033	20.494	 0.298	-21.38	  9.33	      	
     452	 265	ESO572-022	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.836	14.511	 0.316	 45.88	 13.21	22.112	      	      	      	      	      	      	
     453	 265	ESO572-022	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.164	21.401	 0.248	 39.68	 20.73	      	
     454	 266	ESO572-024	_d      	1	3	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.889	 0.352	-65.62	 13.58	22.549	      	      	      	      	      	      	
     455	 267	ESO572-030	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.999	13.502	 0.681	-77.27	 29.71	22.862	      	      	      	      	      	      	
     456	 267	ESO572-030	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.001	20.767
     457	 268	ESO572-034	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.226	 0.475	 28.16	 10.92	21.412	      	      	      	      	      	      	
     458	 269	ESO572-049	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.869	14.532	 0.240	 71.55	 16.26	22.583	      	      	      	      	      	      	
     459	 269	ESO572-049	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.131	21.913	 0.244	 54.91	 22.98	      	
     460	 271	ESO575-061	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	21.575	 -5.14	 14.54	 3.54	      	      	      	      	      	      	      	      	      	      	      	      	
     461	 272	ESO576-001	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.886	13.378	 0.509	-24.30	  8.78	20.092	      	      	      	      	      	      	
     462	 272	ESO576-001	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.054	19.667	 0.414	 37.04	  6.75	      	
     463	 272	ESO576-001	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.060	16.298
     464	 273	ESO576-003	_bd     	2	5	B      	sersic  	 0.102	15.828	 0.737	173.64	  5.69	 0.884	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
     465	 273	ESO576-003	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.898	13.445	 0.384	-83.68	 19.06	21.841	      	      	      	      	      	      	
     466	 274	ESO576-005	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	21.069	-62.72	 12.51	 4.70	      	      	      	      	      	      	      	      	      	      	      	      	
     467	 275	ESO576-008	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.693	 0.337	-28.73	  6.67	19.810	      	      	      	      	      	      	
     468	 276	ESO576-011	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	 0.548	20.906	  1.24	 23.43	 8.02	      	      	      	      	      	      	      	      	      	      	      	      	
     469	 276	ESO576-011	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	 0.441	19.092	  0.93	 14.26	 2.65	      	      	      	      	      	      	      	      	      	      	      	      	
     470	 276	ESO576-011	_zzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.010	17.540
     471	 277	ESO576-017	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.983	13.984	 0.906	-67.97	 15.48	21.928	      	      	      	      	      	      	
     472	 277	ESO576-017	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.014	23.222	 0.313	  2.38	 14.40	      	
     473	 277	ESO576-017	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.004	20.022
     474	 278	ESO576-026	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.557	22.697	 62.26	 20.07	 8.70	      	      	      	      	      	      	      	      	      	      	      	      	
     475	 278	ESO576-026	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.443	21.086	 46.34	 18.03	 2.32	      	      	      	      	      	      	      	      	      	      	      	      	
